FILIAL,NOME DO REBOCADOR,MOTIVO INDISPONIBILIDADE,,OBSERVAÇÃO DO MOTIVO,CONSEQUÊNCIAS,DATA/HORA INÍCIO,DATA/HORA FIM,CUSTO AFRETAMENTO,ref mês:
MAC,Pirajá,REPARO,,MONTAGEN DA BOMBA DE PRÉ-LUBRIFICAÇÃO DO MCP-CE,NÃO HOUVE IMPACTO EM MANOBRA,03/06/2015 10:00:00,03/06/2015 11:30:00,,
MAC,Pirajá,REPARO,,MANUTENÇÃO NO RESFRIADOR DE ÁGUA DO MCA-BB,NÃO HOUVE IMPACTO EM MANOBRA,22/06/2015 14:00:00,22/06/2015 16:00:00,,
MAC,Pirajá,REPARO,,VAZAMENTO DE GASES DA TURBINA DO MCP-BB,NÃO HOUVE IMPACTO EM MANOBRA,25/06/2015 09:00:00,25/06/2015 12:00:00,,
PNG,S/N Jauá,ABASTECIMENTO,,FORNECIMENTO DE 10.000 LITROS DE ÁGUA,NÃO HOUVE IMPACTO EM MANOBRA,04/06/2015 00:00:00,04/06/2015 00:00:00,,
PNG,S/N Jauá,ABASTECIMENTO,,FORNECIMENTO DE 14.000 LITROS DE ÁGUA,NÃO HOUVE IMPACTO EM MANOBRA,17/06/2015 00:00:00,17/06/2015 00:00:00,,
PNG,S/N Jauá,REPARO,,TROCA DO CABO DE MANOBRA ROMPIDO DURANTE OPERAÇÃO DE SALVATAGEM DO NAVIO SOFIA NA BOIA 3.,NÃO HOUVE IMPACTO EM MANOBRA,23/06/2015 19:00:00,23/06/2015 20:00:00,,
PNG,SN Chuí,ABASTECIMENTO,,FORNECIMENTO DE 20.000 LITROS DE ÁGUA,NÃO HOUVE IMPACTO EM MANOBRA,04/06/2015 00:00:00,04/06/2015 00:00:00,,
PNG,SN Chuí,ABASTECIMENTO,,FORNECIMENTO DE 25.000 LITROS DE OLEO DIESEL.,NÃO HOUVE IMPACTO EM MANOBRA,10/06/2015 00:00:00,10/06/2015 00:00:00,,
PNG,SN Chuí,MERGULHO,,INSPEÇÃO CASCO DEVIDO CONTAMINAÇÃO DO SCHOTTEL BE,NÃO HOUVE IMPACTO EM MANOBRA,10/06/2015 14:00:00,10/06/2015 15:30:00,,
PNG,SN Chuí,ABASTECIMENTO,,FORNECIMENTO DE 14.000 LITROS DE ÁGUA,NÃO HOUVE IMPACTO EM MANOBRA,17/06/2015 00:00:00,17/06/2015 00:00:00,,
PNG,SN Chuí,INDISPONIBILIDADE,,FALHA NO ALTERNADOR DO MCP BE,NÃO HOUVE IMPACTO EM MANOBRA,20/06/2015 03:15:00,20/06/2015 04:00:00,,
PNG,SN Chuí,REPARO,,"REPARO NO SENSOR DO GUINCHO, QUAL FALHOU DURANTE OPERAÇÃO DE SALVATAGEM DO NAVIO SOFIA NA BOIA 3.",NÃO HOUVE IMPACTO EM MANOBRA,23/06/2015 19:00:00,23/06/2015 19:40:00,,
RJ1,Atalaia,MERGULHO,,LIMPEZA DO VISOR DA SONDA (MERGULHADOR),NÃO HOUVE IMPACTO EM MANOBRA,14/06/2015 09:00:00,14/06/2015 09:30:00,,
RJ1,Atalaia,ABASTECIMENTO,,ABASTECIMENTO DE ÀGUA,NÃO HOUVE IMPACTO EM MANOBRA,14/06/2015 00:00:00,14/06/2015 00:00:00,,
RJ1,Atalaia,ABASTECIMENTO,,ABASTECIMENTO DE ÀGUA,NÃO HOUVE IMPACTO EM MANOBRA,17/06/2015 00:00:00,17/06/2015 00:00:00,,
RJ1,Atalaia,ABASTECIMENTO,,PEGOU 6.000 LTS DE OLEO DO MOSSORO,NÃO HOUVE IMPACTO EM MANOBRA,19/06/2015 22:00:00,20/06/2015 00:30:00,,
RJ1,Atalaia,REPARO,,PROBLEMA NA REVERSORA DE BB NÃO ACOPLAVA,PERDA DE MANOBRA,30/06/2015 14:10:00,30/06/2015 19:40:00,,
RJ1,Mossoró,ABASTECIMENTO,,ABASTECIMENTO DE ÀGUA,NÃO HOUVE IMPACTO EM MANOBRA,13/06/2015 00:00:00,13/06/2015 00:00:00,,
RJ1,Mossoró,MERGULHO,,LIMPESA NO ESPELHO DA SONDA,NÃO HOUVE IMPACTO EM MANOBRA,12/06/2015 08:00:00,12/06/2015 09:30:00,,
RJ1,S/N Araruama,ABASTECIMENTO,,ABASTECIMENTO DE ÀGUA,NÃO HOUVE IMPACTO EM MANOBRA,12/06/2015 00:00:00,12/06/2015 00:00:00,,
RJ1,S/N Araruama,ABASTECIMENTO,,PEGOU 6.620 LTS DE OLEO DO MOSSORO,NÃO HOUVE IMPACTO EM MANOBRA,20/06/2015 01:00:00,20/06/2015 08:00:00,,
SDR,S/N Caeté,REPARO,,RETIRADO MAU CONTATO NOS CONECTORES DOS PAINEIS MCP'S BE/BB NA PRAÇA DE MÁQUINA,NÃO HOUVE IMPACTO EM MANOBRA,07/06/2015 15:00:00,07/06/2015 16:00:00,,
SDR,S/N Caeté,REPARO,,SUBSTITUIÇAO DA JUNTA DO CABEÇOTE BANCADA (A) MCP BB,NÃO HOUVE IMPACTO EM MANOBRA,10/06/2015 10:00:00,10/06/2015 17:00:00,,
SDR,S/N Caeté,REPARO,,SUBSTITUIÇÃO DAS ARRUELAS DE VEDAÇAO DA JUNTA DE EXPANÇAO MCP BB,NÃO HOUVE IMPACTO EM MANOBRA,10/06/2015 16:00:00,10/06/2015 18:00:00,,
SEP,S/N Abrolhos,VISTORIA,,VISTORIA PETROBRÁS,NÃO HOUVE IMPACTO EM MANOBRA,11/06/2015 13:40:00,11/06/2015 14:40:00,,
SEP,S/N Abrolhos,REPARO,,NO GUINCHO DE PROA E TROCA DA PLACA DO SCHOTEL DE BB P/ BE,NÃO HOUVE IMPACTO EM MANOBRA,22/06/2015 09:00:00,22/06/2015 11:00:00,,
SEP,S/N Guarapari,REPARO,,O GUARAPARI NO OVER HAUL,AFRETAMENTO,16/06/2015 01:00:00,21/06/2015 23:59:00,,
STR,SN Jatobá,REPARO,,FALHA NO SENSOR DE TEMPERATURA DO MCA,NÃO HOUVE IMPACTO EM MANOBRA,20/06/2015 11:28:00,20/06/2015 12:45:00,,
STR,Sauípe,REPARO,,GUINCHO DE PROA INOPERANTE,AFRETAMENTO,15/06/2015 09:30:00,17/06/2015 10:00:00,,
VIT,S/N Aragipe,REPARO,,REPARO NO AR CONDICIONADO DO CAMAROTE DO CONDUTOR,NÃO HOUVE IMPACTO EM MANOBRA,02/06/2015 08:00:00,02/06/2015 11:30:00,,
VIT,S/N Aragipe,REPARO,,REPARO NO AR CONDICIONADO DO PASSADIÇO,NÃO HOUVE IMPACTO EM MANOBRA,03/06/2015 08:00:00,03/06/2015 11:00:00,,
VIT,S/N Aragipe,REPARO,,REPARO NO GUINCHO DE PROA,AFRETAMENTO,03/06/2015 08:00:00,03/06/2015 20:00:00,,
VIT,S/N Aragipe,REPARO,,REPARO NO MOTOR DE ARRANQUE DO MCA DE BB,NÃO HOUVE IMPACTO EM MANOBRA,09/06/2015 08:00:00,09/06/2015 10:30:00,,
VIT,S/N Aragipe,VISTORIA,,VISTORIA E TROCA DE PLACAS DO SRP DE BE (GIRO DE 360º INVOLUNTÁRIO),NÃO HOUVE IMPACTO EM MANOBRA,10/06/2015 08:00:00,10/06/2015 12:00:00,,
VIT,S/N Aragipe,REPARO,,REPARO NA PLACA DE LUZ DE NAVEGAÇÃO,NÃO HOUVE IMPACTO EM MANOBRA,10/06/2015 13:00:00,10/06/2015 16:30:00,,
VIT,S/N Aragipe,INSPEÇÃO,,VISTORIA DO PROPULSOR DE BB DEVIDO A VIBRAÇÃO (REALIZADA POR TÉCNICO DA SCHOTTEL),NÃO HOUVE IMPACTO EM MANOBRA,12/06/2015 10:00:00,12/06/2015 11:00:00,,
VIT,S/N Aragipe,REPARO,,REPARO NO TUDO DE ÁGUA DOCE DO CONVÉS,NÃO HOUVE IMPACTO EM MANOBRA,25/06/2015 09:00:00,25/06/2015 12:00:00,,
VIT,S/N Aragipe,REPARO,,TROCA DE 4 BATERIAS DE EMERGÊNCIA,NÃO HOUVE IMPACTO EM MANOBRA,25/06/2015 14:00:00,25/06/2015 15:00:00,,
MAC,Pirajá,REPARO,,REPARO NO MOTOR TRIFASICO DO COMPRESSOR DE AR,NÃO HOUVE IMPACTO EM MANOBRA,11/07/2015 08:00:00,11/07/2015 14:00:00,,
MAC,Pirajá,REPARO,,SANADO VAZAMENTO DE GASES NO MCP-BE,NÃO HOUVE IMPACTO EM MANOBRA,15/07/2015 10:00:00,15/07/2015 12:00:00,,
MAC,Pirajá,REPARO,,SUBSTITUIÇÃO DE UM TRECHO DE REDE DE REF DO MCP-CE,NÃO HOUVE IMPACTO EM MANOBRA,17/07/2015 09:00:00,17/07/2015 11:00:00,,
MAC,Pirajá,REPARO,,SUBSTITUIÇÃO DE CORREIAS DA BOMBA DE ÁGUA DO MCP-CE,NÃO HOUVE IMPACTO EM MANOBRA,30/07/2015 14:00:00,30/07/2015 15:00:00,,
PNG,SN Chuí,ABASTECIMENTO,,ABASTECIMENTO DE ÁGUA POTÁVEL,NÃO HOUVE IMPACTO EM MANOBRA,02/07/2015 00:00:00,02/07/2015 00:00:00,,
PNG,SN Chuí,,,RETIRADA DE RESÍDUOS - LIMPEZA DA DALA,NÃO HOUVE IMPACTO EM MANOBRA,13/07/2015 00:00:00,13/07/2015 00:00:00,,
PNG,SN Chuí,ABASTECIMENTO,,ABASTECIMENTO DE ÁGUA POTÁVEL,NÃO HOUVE IMPACTO EM MANOBRA,15/07/2015 00:00:00,15/07/2015 00:00:00,,
PNG,S/N Jauá,ABASTECIMENTO,,ABASTECIMENTO DE ÁGUA POTÁVEL,NÃO HOUVE IMPACTO EM MANOBRA,02/07/2015 00:00:00,02/07/2015 00:00:00,,
PNG,S/N Jauá,REPARO,,REPARO / TROCA DO SELO ROTATIVO DO SHOTTEL DE BE,NÃO HOUVE IMPACTO EM MANOBRA,07/07/2015 12:00:00,07/07/2015 16:20:00,,
PNG,S/N Jauá,,,RETIRADA DE RESÍDUOS - LIMPEZA DA DALA,NÃO HOUVE IMPACTO EM MANOBRA,13/07/2015 00:00:00,13/07/2015 00:00:00,,
PNG,S/N Jauá,ABASTECIMENTO,,ABASTECIMENTO DE ÁGUA POTÁVEL,NÃO HOUVE IMPACTO EM MANOBRA,15/07/2015 00:00:00,15/07/2015 00:00:00,,
RGD,S/N David,REPARO,,MANUTENÇÃO CORRETIVA DO CARDAN DE RÉ BB E CORREIRA DE BB,AFRETAMENTO,13/07/2015 01:00:00,13/07/2015 11:00:00,,
RJ1,Atalaia,REPARO,,PROBLEMA NA REVERSORA DE BB NÃO ACOPLAVA,PERDA DE MANOBRA,01/07/2015 20:00:00,02/07/2015 19:10:00,,
RJ1,Atalaia,REPARO,,PROBLEMA NA MANETE DE BB,PERDA DE MANOBRA,07/07/2015 18:10:00,08/07/2015 12:00:00,,
RJ1,Atalaia,REPARO,,FORA DE OPARAÇÃO DEVIDO AVARIA NO TUBULÃO DE BB,NÃO HOUVE IMPACTO EM MANOBRA,24/07/2015 23:50:00,26/07/2015 23:59:00,,
RJ1,Mossoró,REPARO,,LIMPESA TANQUE DE SERVIÇO BB E PROBLEMA ELETRICO,PERDA DE MANOBRA,16/07/2015 07:00:00,17/07/2015 12:00:00,,
RJ1,Mossoró,REPARO,,VAZAMENTO NA REDE DE COMB. MCA BB,NÃO HOUVE IMPACTO EM MANOBRA,23/07/2015 13:00:00,24/07/2015 16:00:00,,
RJ1,S/N Araruama,REPARO,,TROCA DE OLEO LUBRIFICANTE,NÃO HOUVE IMPACTO EM MANOBRA,27/07/2015 13:00:00,27/07/2015 14:00:00,,
SDR,S/N Caeté,REPARO,,RETIRADO CONECTOR E FEITO EMENDAS NA FIAÇÃO DO CIRCUITO NO MCP BE,NÃO HOUVE IMPACTO EM MANOBRA,04/07/2015 20:00:00,04/07/2015 22:00:00,,
SDR,Carajás,REPARO,,REPARO NA POLIA DA BOMBA HIDRULICA DO GIRO SCHOTELL DE BE (SOLDA NA POLIA),NÃO HOUVE IMPACTO EM MANOBRA,29/07/2015 12:00:00,29/07/2015 17:00:00,,
SEP,S/N Guarapari,REPARO,,PROBLEMA NO MACACO DO FREIO DO GUINCHO,NÃO HOUVE IMPACTO EM MANOBRA,09/07/2015 10:00:00,09/07/2015 14:00:00,,
SEP,S/N Guarapari,REPARO,,"TROCA DE 8 CABEÇOTES NO MCP BB,QUE NÃO EFETUADO NO OVER HAUL",NÃO HOUVE IMPACTO EM MANOBRA,23/07/2015 09:00:00,23/07/2015 23:59:00,,
SEP,S/N Abrolhos,REPARO,,O MOTOR DO MCP BB PARADO,AFRETAMENTO,29/07/2015 23:50:00,30/07/2015 14:00:00,,
STR,SN Jatobá,REPARO,,MANUTENÇÃO DA EMBREAGEM - REGULAR FOLGA DOS DISCOS,NÃO HOUVE IMPACTO EM MANOBRA,19/07/2015 15:30:00,19/07/2015 23:30:00,,
STR,Sauípe,REPARO,,TROCA DA CÂMARA PNEUMÁTICA DO GUINCHO DE PROA,NÃO HOUVE IMPACTO EM MANOBRA,08/07/2015 11:30:00,08/07/2015 13:40:00,,
STR,Sauípe,VISTORIA,,VISTORIA DO TERMINAL PETROBRAS PARA OPERAR NAVIOS FRONAPE,NÃO HOUVE IMPACTO EM MANOBRA,27/07/2015 10:00:00,27/07/2015 11:00:00,,
VIT,S/N Aragipe,REPARO,,REPARO NA DEFENSA (BOCHECHA DE BB - PNEU VIRADO),NÃO HOUVE IMPACTO EM MANOBRA,01/07/2015 08:00:00,01/07/2015 11:00:00,,
VIT,S/N Aragipe,REPARO,,REPARO NO BERÇO DA BALSA INFLÁVEL,NÃO HOUVE IMPACTO EM MANOBRA,02/07/2015 08:00:00,02/07/2015 17:00:00,,
VIT,S/N Aragipe,REPARO,,SUBSTITUIÇÃO DO ROLAMENTO DA EMBREAGEM DE BE,AFRETAMENTO,03/07/2015 04:00:00,03/07/2015 22:00:00,,
VIT,S/N Aragipe,REPARO,,TROCA DA VÁLVULA DE ALTA DO COMPRESSOR DE AR DE BB,NÃO HOUVE IMPACTO EM MANOBRA,10/07/2015 08:00:00,10/07/2015 12:00:00,,
VIT,S/N Aragipe,REPARO,,REGULAGEM DO FREIO DO GUINCHO DE PROA,NÃO HOUVE IMPACTO EM MANOBRA,16/07/2015 08:00:00,16/07/2015 10:00:00,,
VIT,S/N Aragipe,REPARO,,REPARO NO LIMPADOR DE PARABRISA DO PASSADIÇO,NÃO HOUVE IMPACTO EM MANOBRA,23/07/2015 08:00:00,23/07/2015 10:00:00,,
VIT,S/N Aragipe,ACIDENTE,,REPARO NA LUZ DE FUNDEIO NO MASTRO,NÃO HOUVE IMPACTO EM MANOBRA,24/07/2015 08:00:00,24/07/2015 11:00:00,,
VIT,S/N Aragipe,MERGULHO,,INSPEÇÃO NO TUBULÃO E HÉLICE DE BB COM MERGULHADOR,NÃO HOUVE IMPACTO EM MANOBRA,30/07/2015 14:00:00,30/07/2015 15:30:00,,
VIT,SN Oiapoque,REPARO,,REGULAGEM DO FREIO DO GUINCHO DE PROA,NÃO HOUVE IMPACTO EM MANOBRA,09/07/2015 08:00:00,09/07/2015 10:00:00,,
VIT,SN Oiapoque,REPARO,,REPARO NAS LUZES DO MASTRO,NÃO HOUVE IMPACTO EM MANOBRA,15/07/2015 13:00:00,15/07/2015 17:00:00,,
VIT,SN Oiapoque,REPARO,,TROCA DE DUAS TOMADAS ELÉTRICAS,NÃO HOUVE IMPACTO EM MANOBRA,24/07/2015 08:00:00,24/07/2015 11:00:00,,
MAC,Pirajá,REPARO,,SUBSTITUIÇÃO DA VALVULA DE DRENAGEM DA AMPOLA DE AR COMPRIMIDO,NÃO HOUVE IMPACTO EM MANOBRA,12/08/2015 08:00:00,12/08/2015 10:00:00,,
MAC,Pirajá,REPARO,,SUBSTITUIÇÃO DE TRECHO DA REDE DE AR COMPRIMIDO DA PARTIDA DO MCP-CE,NÃO HOUVE IMPACTO EM MANOBRA,13/08/2015 08:00:00,13/08/2015 12:00:00,,
MAC,Pirajá,REPARO,,SUBSTITUIÇÃO DE UM TRECHO DA REDE DE DRENO DA AMPOLA DE AR COMPRIMIDO,NÃO HOUVE IMPACTO EM MANOBRA,18/08/2015 08:00:00,18/08/2015 10:00:00,,
MAC,Pirajá,REPARO,,SUBSTITUIÇÃO DE UM TRECHO DA REDE DE REFRIGERAÇÃO DA REVERSSORA DO MCP-BB,NÃO HOUVE IMPACTO EM MANOBRA,21/08/2015 08:00:00,21/08/2015 14:00:00,,
MAC,Pirajá,REPARO,,SUBSTIUIÇÃO TRECHO DE REDE DE ASPIRAÇÃO DA REFRIGERAÇÃO DA REVERSSORA DO MCP-BB,NÃO HOUVE IMPACTO EM MANOBRA,25/08/2015 08:00:00,25/08/2015 11:00:00,,
MAC,Pirajá,REPARO,,SUBSTITUIÇÃO DA TURBINA DO MCP-BB DO PIRAJÁ,NÃO HOUVE IMPACTO EM MANOBRA,26/08/2015 08:00:00,26/08/2015 12:00:00,,
PNG,SN Chuí,ABASTECIMENTO,,ABASTECIMENTO DE ÁGUA POTÁVEL,NÃO HOUVE IMPACTO EM MANOBRA,03/08/2015 00:00:00,03/08/2015 00:00:00,,
PNG,SN Chuí,ABASTECIMENTO,,ABASTECIMENTO DE ÁGUA POTÁVEL,NÃO HOUVE IMPACTO EM MANOBRA,20/08/2015 00:00:00,20/08/2015 00:00:00,,
PNG,S/N Jauá,ABASTECIMENTO,,ABASTECIMENTO DE ÁGUA POTÁVEL,NÃO HOUVE IMPACTO EM MANOBRA,03/08/2015 00:00:00,03/08/2015 00:00:00,,
PNG,S/N Jauá,ABASTECIMENTO,,ABASTECIMENTO DE ÁGUA POTÁVEL,NÃO HOUVE IMPACTO EM MANOBRA,20/08/2015 00:00:00,20/08/2015 00:00:00,,
RJ1,Atalaia,DOCAGEM,,CHAPA DO TUBULÃO ENCOSTANDO NO HÉLICE BB,AFRETAMENTO,12/08/2015 08:00:00,16/08/2015 23:59:00,,
RJ1,Atalaia,DOCAGEM,,CHAPA DO TUBULÃO ENCOSTANDO NO HÉLICE BB,NÃO HOUVE IMPACTO EM MANOBRA,17/08/2015 00:00:00,23/08/2015 00:00:00,,
RJ1,Atalaia,DOCAGEM,,O REB. FOI ENTREGUE PARA A OPERAÇÕES DIA 26/08 - 01:00 HS.,NÃO HOUVE IMPACTO EM MANOBRA,24/08/2015 00:00:00,26/08/2015 01:00:00,,
RJ1,Mossoró,REPARO,,PROBLEMA NA CHAVE SELETORA DO MOTOR DE BE,NÃO HOUVE IMPACTO EM MANOBRA,02/08/2015 18:00:00,03/08/2015 08:00:00,,
RJ1,Mossoró,REPARO,,LIMPESA NA CAIXA MAR ALTA TEMPERATURA NO MOTOR MCP BB,NÃO HOUVE IMPACTO EM MANOBRA,04/08/2015 09:15:00,04/08/2015 18:00:00,,
RJ1,Mossoró,REPARO,,A CHAVE EXTIPATRIZ NÃO ESTAVA ATIVANDO O MCA BB,NÃO HOUVE IMPACTO EM MANOBRA,06/08/2015 06:00:00,06/08/2015 08:25:00,,
RJ1,S/N Araruama,REPARO,,TROCA DE ÓLEO LUBRIFICANTE DAS BOMBAS ENGETORAS DO MCA BB E BE,NÃO HOUVE IMPACTO EM MANOBRA,18/08/2015 08:00:00,18/08/2015 10:00:00,,
RJ1,S/N Araruama,REPARO,,SUBSTITUIÇÃO DO TRANSDUTOR DO ECOBATÍMETRO,NÃO HOUVE IMPACTO EM MANOBRA,21/08/2015 13:00:00,21/08/2015 16:00:00,,
SDR,S/N Caeté,REPARO,,REPARO NO COMPRESSOR DE AR DO SCHOTTEL BB,NÃO HOUVE IMPACTO EM MANOBRA,27/07/2015 13:00:00,27/07/2015 16:00:00,,
SDR,S/N Caeté,REPARO,,SUBS.DO ALTERNADOR MCP BB,NÃO HOUVE IMPACTO EM MANOBRA,27/07/2015 10:00:00,27/07/2015 12:00:00,,
SDR,S/N Caeté,REPARO,,PERDA DE ACELERAÇÃO NO MCP BB. PICK-UP E INTERRUPTOR DE RESET AVARIADOS.,NÃO HOUVE IMPACTO EM MANOBRA,13/08/2015 10:00:00,13/08/2015 16:00:00,,
SDR,S/N Pirambu,INSPEÇÃO,,RUIDO ANORMAL NA CAIXA DE ROLAMENTO DO EIXO CARDAN,NÃO HOUVE IMPACTO EM MANOBRA,15/08/2015 08:00:00,15/08/2015 10:00:00,,
SDR,S/N Pirambu,REPARO,,"REPARO NA CAIXA DE ROLAMENTOS DO EIXO CARDAN DO MCP BE - ""SUBSTITUIÇAO DO RETENTOR""",NÃO HOUVE IMPACTO EM MANOBRA,19/08/2015 15:00:00,19/08/2015 22:00:00,,
SDR,Carajás,REPARO,,"MONTAGEM , ISTALAÇÃO E TESTE NO MCA -BB",NÃO HOUVE IMPACTO EM MANOBRA,28/07/2015 12:00:00,28/07/2015 16:00:00,,
SDR,Carajás,REPARO,,RETIRADA DO MCA BB PARA REFAZER O EMBUCHAMENTO DO EIXO CONTRABALANÇO,NÃO HOUVE IMPACTO EM MANOBRA,05/08/2015 20:00:00,05/08/2015 22:00:00,,
SDR,Carajás,REPARO,,REPARO SISTEMA DE ALIMENTAÇÃO 24V MCA BE,AFRETAMENTO,07/08/2015 23:30:00,08/08/2015 09:00:00,,
SDR,Carajás,REPARO,,CORRIGIDO CIRCUITO DE ACOPLA / DESACOPLA SRP BE,NÃO HOUVE IMPACTO EM MANOBRA,18/08/2015 08:00:00,18/08/2015 11:00:00,,
SDR,Caburaí,REPARO,,SUBS. DO CARRETEL DO RESFRIADOR,NÃO HOUVE IMPACTO EM MANOBRA,30/07/2015 09:00:00,30/07/2015 11:00:00,,
SDR,Caburaí,INDISPONIBILIDADE,,VAZAMENTO DE ÁGUA DOCE PELO SUSPIRO DO BLOCO DE BANCADA - CILINDRO 2,AFRETAMENTO,16/08/2015 10:30:00,17/08/2015 07:30:00,,
SDR,Caburaí,REPARO,,"SUBSTITUICÃO DO CABEÇOTE,JUNTA DO CABEÇOTE E BICO INJETOR TIPO ""160"" 2*CILINDRO BANCADA"" A""",NÃO HOUVE IMPACTO EM MANOBRA,17/08/2015 07:30:00,18/08/2015 16:20:00,,
SDR,Pituba,REPARO,,REVISAO NO SISTEMA DE INJEÇÃO NO MCP BB,NÃO HOUVE IMPACTO EM MANOBRA,30/07/2015 11:00:00,30/07/2015 13:00:00,,
SDR,Pituba,REPARO,,REPARO DA BOMBA DE AGUA SALGADA DO MCP BB,NÃO HOUVE IMPACTO EM MANOBRA,03/08/2015 09:00:00,03/08/2015 10:30:00,,
SDR,Pituba,REPARO,,LIMPEZA DO RESFRIADOR DO OLEO MCP CE,NÃO HOUVE IMPACTO EM MANOBRA,12/08/2015 08:00:00,12/08/2015 10:00:00,,
SDR,Pituba,REPARO,,RETIRADA DE GASES DO MCP CE,NÃO HOUVE IMPACTO EM MANOBRA,12/08/2015 10:00:00,12/08/2015 12:00:00,,
SDR,Pituba,REPARO,,RETIRADA DE VAZAMENTO DE AGUA PELA JUNTA DA JANELA DE VISITA DA GALERIA DO BLOCO,NÃO HOUVE IMPACTO EM MANOBRA,12/08/2015 14:00:00,12/08/2015 16:00:00,,
SDR,Pituba,REPARO,,RETIRADO VAZAMENTO DE GASES DO MCP BE,NÃO HOUVE IMPACTO EM MANOBRA,14/08/2015 09:00:00,14/08/2015 10:30:00,,
SDR,Pituba,REPARO,,SUBSTITUIÇÃO DOS O'RING DE VEDAÇÃO DE AGUA DA MUFLA MCP BE,NÃO HOUVE IMPACTO EM MANOBRA,14/08/2015 10:30:00,14/08/2015 11:30:00,,
SEP,S/N Guarapari,REPARO,,ESGOTAMENTO DA DALA,NÃO HOUVE IMPACTO EM MANOBRA,01/08/2015 10:30:00,01/08/2015 14:50:00,,
SEP,S/N Guarapari,REPARO,,MANCAU Nº 7 BB,NÃO HOUVE IMPACTO EM MANOBRA,16/08/2015 15:00:00,17/08/2015 22:30:00,,
SEP,S/N Abrolhos,REPARO,,ALTA PRESÃO NO CARTER PAROU O MOTOR BB,NÃO HOUVE IMPACTO EM MANOBRA,03/08/2015 14:00:00,03/08/2015 15:30:00,,
STR,SN Maraú,ABASTECIMENTO,,,NÃO HOUVE IMPACTO EM MANOBRA,03/08/2015 00:00:00,03/08/2015 00:00:00,,
STR,SN Maraú,REPARO,,"FALHA NO CONVERSOR DE ENERGIA DAS LUZES DE NAVEGAÇÃO, RADAR E NAVNET",NÃO HOUVE IMPACTO EM MANOBRA,16/08/2015 22:50:00,17/08/2015 08:40:00,,
STR,SN Jatobá,ABASTECIMENTO,,,AFRETAMENTO,03/08/2015 15:00:00,03/08/2015 17:10:00,"8.363,09",
STR,SN Jatobá,MERGULHO,,VERIFICAR PARAFUSOS DO TUBULÃO E TROCA DOS PARAFUSOS QUEBRADOS,NÃO HOUVE IMPACTO EM MANOBRA,20/08/2015 10:30:00,20/08/2015 14:00:00,,
STR,Sauípe,ABASTECIMENTO,,,NÃO HOUVE IMPACTO EM MANOBRA,03/08/2015 00:00:00,03/08/2015 00:00:00,,
VIT,SN Oiapoque,REPARO,,TROCA DO ATUADOR DO GERADOR DE BB,NÃO HOUVE IMPACTO EM MANOBRA,03/08/2015 08:00:00,03/08/2015 10:10:00,,
VIT,SN Oiapoque,REPARO,,TROCA DO SENSOR (PICKUP),NÃO HOUVE IMPACTO EM MANOBRA,03/08/2015 11:00:00,03/08/2015 12:00:00,,
VIT,SN Oiapoque,REPARO,,PEAÇÃO DO FERRO,NÃO HOUVE IMPACTO EM MANOBRA,04/08/2015 08:00:00,04/08/2015 10:30:00,,
VIT,SN Oiapoque,REPARO,,DESMONTAGEM DO MOLINETE PARA REPARO,NÃO HOUVE IMPACTO EM MANOBRA,10/08/2015 08:00:00,10/08/2015 12:00:00,,
VIT,SN Oiapoque,REPARO,,TROCA DOS ROLAMENTOS DA BOMBA DO TANQUE DE BORRA,NÃO HOUVE IMPACTO EM MANOBRA,12/08/2015 08:00:00,12/08/2015 17:00:00,,
VIT,SN Oiapoque,REPARO,,REPARO NA BOMBA DO TANQUE FECAL,NÃO HOUVE IMPACTO EM MANOBRA,18/08/2015 08:00:00,18/08/2015 12:00:00,,
VIT,SN Oiapoque,REPARO,,MONTAGEM DO MOLINETE DO FERRO,NÃO HOUVE IMPACTO EM MANOBRA,31/08/2015 09:00:00,31/08/2015 11:30:00,,
VIT,S/N Aragipe,REPARO,,TROCA DO SELO DE VEDAÇÃO DO AR DA EMBRAGEM DO SRP DE BE,NÃO HOUVE IMPACTO EM MANOBRA,05/08/2015 08:00:00,05/08/2015 13:40:00,,
VIT,S/N Aragipe,REPARO,,TROCA DE CAPACITOR ELETRÔNICO DO FONOCLAMA,NÃO HOUVE IMPACTO EM MANOBRA,11/08/2015 09:00:00,11/08/2015 11:00:00,,
VIT,S/N Aragipe,REPARO,,TROCA DA SEÇÃO DE REDE DE DESCARGA DA BOMBA DE ARREFECIMENTO DO SRP DE BB,NÃO HOUVE IMPACTO EM MANOBRA,11/08/2015 08:00:00,11/08/2015 10:30:00,,
VIT,S/N Aragipe,REPARO,,QUEBRA DO ACOPLAMENTO DO MCP DE BB COM RETIRADA DO MESMO PARA REPARO,AFRETAMENTO,16/08/2015 11:00:00,27/08/2015 13:45:00,"218.667,32",
VIT,S/N Aragipe,REPARO,,REGULAGEM DE VÁLVULAS E REAPERTO NOS CABEÇOTES DOS MCAs DE BB E BE,NÃO HOUVE IMPACTO EM MANOBRA,19/08/2015 08:00:00,19/08/2015 08:00:00,,
MAC,Pirajá,REPARO,,SUBSTITUIÇÃO DA REDE DE REFRIGERAÇÃO DA REVERSORA DO MCP-BE,NÃO HOUVE IMPACTO EM MANOBRA,03/09/2015 08:00:00,03/09/2015 14:00:00,,
